Date,HomeTeam,AwayTeam,HomeScore,AwayScore,HomeOdd,AwayOdd,Game_Code,HomeTeamShort,VisitorTeamShort
2019-01-05,Detroit Pistons,Utah Jazz,105,110,2.48,1.56,05012019_uta_det,det,uta
2019-01-05,Los Angeles Clippers,Orlando Magic,106,96,1.35,3.25,06012019_orl_lac,lac,orl
2019-01-05,Milwaukee Bucks,Toronto Raptors,116,123,1.42,2.91,05012019_tor_mil,mil,tor
2019-01-05,Minnesota Timberwolves,Los Angeles Lakers,108,86,1.3,3.61,06012019_lal_min,min,lal
2019-01-05,Philadelphia 76ers,Dallas Mavericks,106,100,1.37,3.16,05012019_dal_phi,phi,dal
2019-01-05,Portland Trail Blazers,Houston Rockets,110,101,1.76,2.11,05012019_hou_por,por,hou
2019-01-05,Sacramento Kings,Golden State Warriors,123,127,3.73,1.29,05012019_gs_sac,sac,gs
2019-01-05,San Antonio Spurs,Memphis Grizzlies,108,88,1.25,4.12,05012019_mem_sa,sa,mem
2019-01-06,Atlanta Hawks,Miami Heat,106,82,3.24,1.36,06012019_mia_atl,atl,mia
2019-01-06,Oklahoma City Thunder,Washington Wizards,98,116,1.17,5.24,06012019_wsh_okc,okc,wsh
2019-01-06,Phoenix Suns,Charlotte Hornets,113,119,1.81,2.04,06012019_cha_phx,phx,cha
2019-01-06,Toronto Raptors,Indiana Pacers,121,105,1.81,2.03,06012019_ind_tor,tor,ind
2019-01-07,Boston Celtics,Brooklyn Nets,116,95,1.16,5.51,07012019_bkn_bos,bos,bkn
2019-01-07,Dallas Mavericks,Los Angeles Lakers,97,107,1.32,3.51,07012019_lal_dal,dal,lal
2019-01-07,Detroit Pistons,San Antonio Spurs,107,119,2.2,1.69,07012019_sa_det,det,sa
2019-01-07,Houston Rockets,Denver Nuggets,125,113,1.87,1.96,07012019_den_hou,hou,den
2019-01-07,Milwaukee Bucks,Utah Jazz,114,102,1.45,2.81,07012019_uta_mil,mil,uta
2019-01-07,New Orleans Pelicans,Memphis Grizzlies,114,95,1.51,2.64,07012019_mem_no,no,mem
2019-01-07,Portland Trail Blazers,New York Knicks,111,101,1.12,6.59,07012019_ny_por,por,ny
2019-01-07,Sacramento Kings,Orlando Magic,111,95,1.52,2.59,07012019_orl_sac,sac,orl
2019-01-08,Cleveland Cavaliers,Indiana Pacers,115,123,4.83,1.19,08012019_ind_cle,cle,ind
2019-01-08,Golden State Warriors,New York Knicks,122,95,1.03,15.42,08012019_ny_gs,gs,ny
2019-01-08,Los Angeles Clippers,Charlotte Hornets,128,109,1.38,3.13,08012019_cha_lac,lac,cha
2019-01-08,Miami Heat,Denver Nuggets,99,103,1.76,2.1,08012019_den_mia,mia,den
2019-01-08,Oklahoma City Thunder,Minnesota Timberwolves,117,119,1.27,3.83,08012019_min_okc,okc,min
2019-01-08,Philadelphia 76ers,Washington Wizards,132,115,1.28,3.78,08012019_wsh_phi,phi,wsh
2019-01-08,Phoenix Suns,Sacramento Kings,115,111,2.4,1.59,08012019_sac_phx,phx,sac
2019-01-08,Toronto Raptors,Atlanta Hawks,104,101,1.08,8.56,08012019_atl_tor,tor,atl
2019-01-09,Boston Celtics,Indiana Pacers,135,108,1.33,3.42,09012019_ind_bos,bos,ind
2019-01-09,Brooklyn Nets,Atlanta Hawks,116,100,1.25,4.11,09012019_atl_bkn,bkn,atl
2019-01-09,Dallas Mavericks,Phoenix Suns,104,94,1.15,5.83,09012019_phx_dal,dal,phx
2019-01-09,Houston Rockets,Milwaukee Bucks,109,116,2.04,1.8,09012019_mil_hou,hou,mil
2019-01-09,Los Angeles Lakers,Detroit Pistons,113,100,1.83,2.01,09012019_det_lal,lal,det
2019-01-09,Memphis Grizzlies,San Antonio Spurs,96,86,2.2,1.7,09012019_sa_mem,mem,sa
2019-01-09,New Orleans Pelicans,Cleveland Cavaliers,140,124,1.06,10.48,09012019_cle_no,no,cle
2019-01-09,Portland Trail Blazers,Chicago Bulls,124,112,1.19,4.97,09012019_chi_por,por,chi
2019-01-09,Utah Jazz,Orlando Magic,106,93,1.21,4.61,09012019_orl_uta,uta,orl
2019-01-09,Washington Wizards,Philadelphia 76ers,123,106,2.38,1.61,09012019_phi_wsh,wsh,phi
2019-01-10,Denver Nuggets,Los Angeles Clippers,121,100,1.45,2.81,10012019_lac_den,den,lac
2019-01-10,Miami Heat,Boston Celtics,115,99,2.18,1.71,10012019_bos_mia,mia,bos
2019-01-10,Sacramento Kings,Detroit Pistons,112,102,1.29,3.68,10012019_det_sac,sac,det
2019-01-10,San Antonio Spurs,Oklahoma City Thunder,154,147,2.01,1.82,10012019_okc_sa,sa,okc
2019-01-11,Golden State Warriors,Chicago Bulls,146,109,1.05,11.05,11012019_chi_gs,gs,chi
2019-01-11,Houston Rockets,Cleveland Cavaliers,141,113,1.07,9.52,11012019_cle_hou,hou,cle
2019-01-11,Los Angeles Clippers,Detroit Pistons,104,109,1.34,3.37,12012019_det_lac,lac,det
2019-01-11,Miami Heat,Memphis Grizzlies,112,108,1.62,2.34,12012019_mem_mia,mia,mem
2019-01-11,Minnesota Timberwolves,Dallas Mavericks,115,119,1.51,2.62,11012019_dal_min,min,dal
2019-01-11,New York Knicks,Indiana Pacers,106,121,4.04,1.26,11012019_ind_ny,ny,ind
2019-01-11,Philadelphia 76ers,Atlanta Hawks,121,123,1.19,4.92,11012019_atl_phi,phi,atl
2019-01-11,Portland Trail Blazers,Charlotte Hornets,127,96,1.36,3.18,11012019_cha_por,por,cha
2019-01-11,Toronto Raptors,Brooklyn Nets,122,105,1.18,5.15,11012019_bkn_tor,tor,bkn
2019-01-11,Utah Jazz,Los Angeles Lakers,113,95,1.26,3.96,11012019_lal_uta,uta,lal
2019-01-11,Washington Wizards,Milwaukee Bucks,113,106,2.08,1.77,11012019_mil_wsh,wsh,mil
2019-01-12,Atlanta Hawks,Milwaukee Bucks,114,133,4.68,1.2,13012019_mil_atl,atl,mil
2019-01-12,Minnesota Timberwolves,New Orleans Pelicans,110,106,2.07,1.78,12012019_no_min,min,no
2019-01-12,New York Knicks,Philadelphia 76ers,105,108,3.97,1.26,13012019_phi_ny,ny,phi
2019-01-12,Oklahoma City Thunder,San Antonio Spurs,122,112,1.38,3.1,12012019_sa_okc,okc,sa
2019-01-12,Orlando Magic,Boston Celtics,105,103,3.41,1.33,12012019_bos_orl,orl,bos
2019-01-12,Phoenix Suns,Denver Nuggets,102,93,4.32,1.23,12012019_den_phx,phx,den
2019-01-12,Sacramento Kings,Charlotte Hornets,104,97,1.44,2.86,12012019_cha_sac,sac,cha
2019-01-12,Utah Jazz,Chicago Bulls,110,102,1.12,6.55,12012019_chi_uta,uta,chi
2019-01-12,Washington Wizards,Toronto Raptors,138,140,2.73,1.47,13012019_tor_wsh,wsh,tor
2019-01-13,Dallas Mavericks,Golden State Warriors,114,119,3.01,1.4,13012019_gs_dal,dal,gs
2019-01-13,Denver Nuggets,Portland Trail Blazers,116,113,1.54,2.54,13012019_por_den,den,por
2019-01-13,Los Angeles Lakers,Cleveland Cavaliers,95,101,1.16,5.53,13012019_cle_lal,lal,cle
2019-01-13,Orlando Magic,Houston Rockets,116,109,2.74,1.47,13012019_hou_orl,orl,hou
2019-01-14,Brooklyn Nets,Boston Celtics,109,102,2.15,1.73,14012019_bos_bkn,bkn,bos
2019-01-14,Houston Rockets,Memphis Grizzlies,112,94,1.61,2.37,14012019_mem_hou,hou,mem
2019-01-14,Los Angeles Clippers,New Orleans Pelicans,117,121,1.97,1.86,14012019_no_lac,lac,no
2019-01-14,Sacramento Kings,Portland Trail Blazers,115,107,1.76,2.11,14012019_por_sac,sac,por
2019-01-14,San Antonio Spurs,Charlotte Hornets,93,108,1.3,3.63,14012019_cha_sa,sa,cha
2019-01-14,Utah Jazz,Detroit Pistons,100,94,1.29,3.7,14012019_det_uta,uta,det
2019-01-15,Atlanta Hawks,Oklahoma City Thunder,142,126,4.67,1.2,15012019_okc_atl,atl,okc
2019-01-15,Denver Nuggets,Golden State Warriors,111,142,2.15,1.73,15012019_gs_den,den,gs
2019-01-15,Indiana Pacers,Phoenix Suns,131,97,1.16,5.58,15012019_phx_ind,ind,phx
2019-01-15,Los Angeles Lakers,Chicago Bulls,107,100,1.34,3.35,15012019_chi_lal,lal,chi
2019-01-15,Milwaukee Bucks,Miami Heat,124,86,1.25,4.12,15012019_mia_mil,mil,mia
2019-01-15,Philadelphia 76ers,Minnesota Timberwolves,149,107,1.41,2.97,15012019_min_phi,phi,min
2019-01-16,Boston Celtics,Toronto Raptors,117,108,1.68,2.23,16012019_tor_bos,bos,tor
2019-01-16,Dallas Mavericks,San Antonio Spurs,101,105,1.83,2.0,16012019_sa_dal,dal,sa
2019-01-16,Detroit Pistons,Orlando Magic,120,115,1.59,2.42,16012019_orl_det,det,orl
2019-01-16,Golden State Warriors,New Orleans Pelicans,147,140,1.34,3.35,16012019_no_gs,gs,no
2019-01-16,Houston Rockets,Brooklyn Nets,142,145,1.43,2.88,16012019_bkn_hou,hou,bkn
2019-01-16,Los Angeles Clippers,Utah Jazz,109,129,1.87,1.96,16012019_uta_lac,lac,uta
2019-01-16,Memphis Grizzlies,Milwaukee Bucks,101,111,3.01,1.4,16012019_mil_mem,mem,mil
2019-01-16,Portland Trail Blazers,Cleveland Cavaliers,129,112,1.07,9.32,16012019_cle_por,por,cle
2019-01-16,Washington Wizards,New York Knicks,101,100,1.32,3.5,17012019_ny_wsh,wsh,ny
2019-01-17,Charlotte Hornets,Sacramento Kings,114,95,1.69,2.21,17012019_sac_cha,cha,sac
2019-01-17,Denver Nuggets,Chicago Bulls,135,105,1.06,9.96,17012019_chi_den,den,chi
2019-01-17,Indiana Pacers,Philadelphia 76ers,96,120,1.64,2.31,17012019_phi_ind,ind,phi
2019-01-17,Oklahoma City Thunder,Los Angeles Lakers,128,138,1.19,4.99,17012019_lal_okc,okc,lal
2019-01-17,Toronto Raptors,Phoenix Suns,111,109,1.22,4.44,17012019_phx_tor,tor,phx
2019-01-18,Boston Celtics,Memphis Grizzlies,122,116,1.17,5.36,18012019_mem_bos,bos,mem
2019-01-18,Charlotte Hornets,Phoenix Suns,135,115,1.33,3.39,19012019_phx_cha,cha,phx
2019-01-18,Detroit Pistons,Miami Heat,98,93,1.72,2.17,18012019_mia_det,det,mia
2019-01-18,Los Angeles Clippers,Golden State Warriors,94,112,3.46,1.32,18012019_gs_lac,lac,gs
2019-01-18,Minnesota Timberwolves,San Antonio Spurs,113,116,1.82,2.02,18012019_sa_min,min,sa
2019-01-18,Orlando Magic,Brooklyn Nets,115,117,1.74,2.13,18012019_bkn_orl,orl,bkn
2019-01-18,Philadelphia 76ers,Oklahoma City Thunder,115,117,1.65,2.29,19012019_okc_phi,phi,okc
2019-01-18,Portland Trail Blazers,New Orleans Pelicans,128,112,1.65,2.28,18012019_no_por,por,no
2019-01-18,Utah Jazz,Cleveland Cavaliers,115,99,1.04,12.04,18012019_cle_uta,uta,cle
2019-01-19,Atlanta Hawks,Boston Celtics,105,113,3.29,1.35,19012019_bos_atl,atl,bos
2019-01-19,Chicago Bulls,Miami Heat,103,117,2.47,1.57,19012019_mia_chi,chi,mia
2019-01-19,Denver Nuggets,Cleveland Cavaliers,124,102,1.02,15.84,19012019_cle_den,den,cle
2019-01-19,Detroit Pistons,Sacramento Kings,101,103,1.98,1.85,19012019_sac_det,det,sac
2019-01-19,Houston Rockets,Los Angeles Lakers,138,134,1.33,3.41,19012019_lal_hou,hou,lal
2019-01-19,Indiana Pacers,Dallas Mavericks,111,99,1.31,3.55,19012019_dal_ind,ind,dal
2019-01-19,Orlando Magic,Milwaukee Bucks,108,118,5.12,1.18,19012019_mil_orl,orl,mil
2019-01-19,Toronto Raptors,Memphis Grizzlies,119,90,1.15,5.7,19012019_mem_tor,tor,mem
2019-01-20,Atlanta Hawks,Orlando Magic,103,122,1.73,2.13,21012019_orl_atl,atl,orl
2019-01-20,Brooklyn Nets,Sacramento Kings,123,94,1.59,2.4,21012019_sac_bkn,bkn,sac
2019-01-20,Cleveland Cavaliers,Chicago Bulls,88,104,2.19,1.71,21012019_chi_cle,cle,chi
2019-01-20,Indiana Pacers,Charlotte Hornets,120,95,1.29,3.74,20012019_cha_ind,ind,cha
2019-01-20,Memphis Grizzlies,New Orleans Pelicans,85,105,1.69,2.21,21012019_no_mem,mem,no
2019-01-20,Milwaukee Bucks,Dallas Mavericks,116,106,1.14,6.07,21012019_dal_mil,mil,dal
2019-01-20,Minnesota Timberwolves,Phoenix Suns,116,114,1.1,7.46,20012019_phx_min,min,phx
2019-01-20,New York Knicks,Oklahoma City Thunder,109,127,4.35,1.23,21012019_okc_ny,ny,okc
2019-01-20,San Antonio Spurs,Los Angeles Clippers,95,103,1.2,4.66,20012019_lac_sa,sa,lac
2019-01-20,Washington Wizards,Detroit Pistons,101,87,1.43,2.89,21012019_det_wsh,wsh,det
2019-01-21,Boston Celtics,Miami Heat,107,99,1.25,4.08,21012019_mia_bos,bos,mia
2019-01-21,Los Angeles Lakers,Golden State Warriors,111,130,8.02,1.09,21012019_gs_lal,lal,gs
2019-01-21,Philadelphia 76ers,Houston Rockets,121,93,1.53,2.56,21012019_hou_phi,phi,hou
2019-01-21,Utah Jazz,Portland Trail Blazers,104,109,1.46,2.78,21012019_por_uta,uta,por
2019-01-22,Dallas Mavericks,Los Angeles Clippers,106,98,1.68,2.24,22012019_lac_dal,dal,lac
2019-01-22,Oklahoma City Thunder,Portland Trail Blazers,123,114,1.55,2.51,22012019_por_okc,okc,por
2019-01-22,Phoenix Suns,Minnesota Timberwolves,91,118,2.46,1.56,22012019_min_phx,phx,min
2019-01-22,Toronto Raptors,Sacramento Kings,120,105,1.15,5.79,22012019_sac_tor,tor,sac
2019-01-23,Boston Celtics,Cleveland Cavaliers,123,103,1.05,10.96,23012019_cle_bos,bos,cle
2019-01-23,Brooklyn Nets,Orlando Magic,114,110,1.48,2.7,23012019_orl_bkn,bkn,orl
2019-01-23,Chicago Bulls,Atlanta Hawks,101,121,1.82,2.01,23012019_atl_chi,chi,atl
2019-01-23,Indiana Pacers,Toronto Raptors,110,106,1.39,3.07,23012019_tor_ind,ind,tor
2019-01-23,Memphis Grizzlies,Charlotte Hornets,107,118,1.83,2.01,23012019_cha_mem,mem,cha
2019-01-23,Miami Heat,Los Angeles Clippers,99,111,1.44,2.84,23012019_lac_mia,mia,lac
2019-01-23,New Orleans Pelicans,Detroit Pistons,94,98,1.48,2.7,23012019_det_no,no,det
2019-01-23,New York Knicks,Houston Rockets,110,114,3.85,1.27,23012019_hou_ny,ny,hou
2019-01-23,Philadelphia 76ers,San Antonio Spurs,122,120,1.71,2.19,23012019_sa_phi,phi,sa
2019-01-23,Utah Jazz,Denver Nuggets,114,108,1.54,2.52,23012019_den_uta,uta,den
2019-01-24,Los Angeles Lakers,Minnesota Timberwolves,105,120,1.75,2.11,24012019_min_lal,lal,min
2019-01-24,Oklahoma City Thunder,New Orleans Pelicans,122,116,1.07,8.96,05112018_no_okc,okc,no
2019-01-24,Phoenix Suns,Portland Trail Blazers,106,120,4.12,1.25,24012019_por_phx,phx,por
2019-01-24,Washington Wizards,Golden State Warriors,118,126,4.61,1.21,24012019_gs_wsh,wsh,gs
2019-01-25,Brooklyn Nets,New York Knicks,109,99,1.22,4.42,25012019_ny_bkn,bkn,ny
2019-01-25,Chicago Bulls,Los Angeles Clippers,101,106,2.66,1.5,25012019_lac_chi,chi,lac
2019-01-25,Cleveland Cavaliers,Miami Heat,94,100,4.18,1.24,25012019_mia_cle,cle,mia
2019-01-25,Dallas Mavericks,Detroit Pistons,106,101,1.5,2.65,25012019_det_dal,dal,det
2019-01-25,Denver Nuggets,Phoenix Suns,132,95,1.05,11.59,25012019_phx_den,den,phx
2019-01-25,Houston Rockets,Toronto Raptors,121,119,2.35,1.61,25012019_tor_hou,hou,tor
2019-01-25,Memphis Grizzlies,Sacramento Kings,96,99,1.76,2.11,25012019_sac_mem,mem,sac
2019-01-25,Milwaukee Bucks,Charlotte Hornets,108,99,1.13,6.4,25012019_cha_mil,mil,cha
2019-01-25,Orlando Magic,Washington Wizards,91,95,1.62,2.34,25012019_wsh_orl,orl,wsh
2019-01-25,Utah Jazz,Minnesota Timberwolves,106,102,1.17,5.38,25012019_min_uta,uta,min
2019-01-26,Boston Celtics,Golden State Warriors,111,115,2.39,1.6,26012019_gs_bos,bos,gs
2019-01-26,Chicago Bulls,Cleveland Cavaliers,101,104,1.52,2.59,27012019_cle_chi,chi,cle
2019-01-26,Denver Nuggets,Philadelphia 76ers,126,110,1.17,5.35,26012019_phi_den,den,phi
2019-01-26,Los Angeles Clippers,Sacramento Kings,122,108,1.6,2.41,27012019_sac_lac,lac,sac
2019-01-26,Memphis Grizzlies,Indiana Pacers,106,103,2.69,1.48,26012019_ind_mem,mem,ind
2019-01-26,New Orleans Pelicans,San Antonio Spurs,114,126,2.59,1.52,26012019_sa_no,no,sa
2019-01-26,Portland Trail Blazers,Atlanta Hawks,120,111,1.23,4.27,26012019_atl_por,por,atl
2019-01-27,Dallas Mavericks,Toronto Raptors,120,123,2.59,1.52,27012019_tor_dal,dal,tor
2019-01-27,Houston Rockets,Orlando Magic,103,98,1.24,4.18,27012019_orl_hou,hou,orl
2019-01-27,Los Angeles Lakers,Phoenix Suns,116,102,1.29,3.65,27012019_phx_lal,lal,phx
2019-01-27,Minnesota Timberwolves,Utah Jazz,111,125,2.82,1.45,27012019_uta_min,min,uta
2019-01-27,New York Knicks,Miami Heat,97,106,2.74,1.47,27012019_mia_ny,ny,mia
2019-01-27,Oklahoma City Thunder,Milwaukee Bucks,118,112,2.01,1.83,27012019_mil_okc,okc,mil
2019-01-27,San Antonio Spurs,Washington Wizards,132,119,1.57,2.46,27012019_wsh_sa,sa,wsh
2019-01-28,Boston Celtics,Brooklyn Nets,112,104,1.22,4.45,28012019_bkn_bos,bos,bkn
2019-01-28,Charlotte Hornets,New York Knicks,101,92,1.11,7.09,28012019_ny_cha,cha,ny
2019-01-28,Indiana Pacers,Golden State Warriors,100,132,3.61,1.3,28012019_gs_ind,ind,gs
2019-01-28,Los Angeles Clippers,Atlanta Hawks,118,123,1.4,3.05,28012019_atl_lac,lac,atl
2019-01-28,Memphis Grizzlies,Denver Nuggets,92,95,2.91,1.43,28012019_den_mem,mem,den
2019-01-29,Brooklyn Nets,Chicago Bulls,122,117,1.36,3.2,29012019_chi_bkn,bkn,chi
2019-01-29,Cleveland Cavaliers,Washington Wizards,116,113,3.73,1.28,29012019_wsh_cle,cle,wsh
2019-01-29,Detroit Pistons,Milwaukee Bucks,105,115,3.44,1.33,29012019_mil_det,det,mil
2019-01-29,Houston Rockets,New Orleans Pelicans,116,121,1.07,9.16,29012019_no_hou,hou,no
2019-01-29,Los Angeles Lakers,Philadelphia 76ers,105,121,3.49,1.32,29012019_phi_lal,lal,phi
2019-01-29,Orlando Magic,Oklahoma City Thunder,117,126,2.34,1.62,29012019_okc_orl,orl,okc
2019-01-29,San Antonio Spurs,Phoenix Suns,126,124,1.07,9.01,29012019_phx_sa,sa,phx
2019-01-30,Boston Celtics,Charlotte Hornets,126,94,1.32,3.53,30012019_cha_bos,bos,cha
2019-01-30,Miami Heat,Chicago Bulls,89,105,1.15,5.74,30012019_chi_mia,mia,chi
2019-01-30,Minnesota Timberwolves,Memphis Grizzlies,99,97,1.64,2.31,30012019_mem_min,min,mem
2019-01-30,New Orleans Pelicans,Denver Nuggets,99,105,4.46,1.22,30012019_den_no,no,den
2019-01-30,New York Knicks,Dallas Mavericks,90,114,3.39,1.33,30012019_dal_ny,ny,dal
2019-01-30,Portland Trail Blazers,Utah Jazz,132,105,2.2,1.7,30012019_uta_por,por,uta
2019-01-30,Sacramento Kings,Atlanta Hawks,135,113,1.47,2.74,30012019_atl_sac,sac,atl
2019-01-30,Washington Wizards,Indiana Pacers,107,89,1.88,1.95,30012019_ind_wsh,wsh,ind
2019-01-31,Detroit Pistons,Dallas Mavericks,93,89,1.31,3.55,31012019_dal_det,det,dal
2019-01-31,Golden State Warriors,Philadelphia 76ers,104,113,1.27,3.93,31012019_phi_gs,gs,phi
2019-01-31,Los Angeles Clippers,Los Angeles Lakers,120,123,2.1,1.76,31012019_lal_lac,lac,lal
2019-01-31,Orlando Magic,Indiana Pacers,107,100,1.62,2.35,31012019_ind_orl,orl,ind
2019-01-31,San Antonio Spurs,Brooklyn Nets,117,114,1.3,3.61,31012019_bkn_sa,sa,bkn
2019-01-31,Toronto Raptors,Milwaukee Bucks,92,105,1.71,2.19,31012019_mil_tor,tor,mil
2019-02-01,Charlotte Hornets,Memphis Grizzlies,100,92,1.28,3.78,01022019_mem_cha,cha,mem
2019-02-01,Denver Nuggets,Houston Rockets,136,122,1.62,2.34,01022019_hou_den,den,hou
2019-02-01,Detroit Pistons,Los Angeles Clippers,101,111,1.72,2.17,02022019_lac_det,det,lac
2019-02-01,Miami Heat,Oklahoma City Thunder,102,118,2.42,1.58,01022019_okc_mia,mia,okc
2019-02-01,New York Knicks,Boston Celtics,99,113,9.11,1.07,01022019_bos_ny,ny,bos
2019-02-01,Utah Jazz,Atlanta Hawks,128,112,1.11,7.02,01022019_atl_uta,uta,atl
2019-02-02,Boston Celtics,Oklahoma City Thunder,134,129,1.57,2.47,03022019_okc_bos,bos,okc
2019-02-02,Charlotte Hornets,Chicago Bulls,125,118,1.35,3.3,02022019_chi_cha,cha,chi
2019-02-02,Cleveland Cavaliers,Dallas Mavericks,98,111,2.8,1.45,02022019_dal_cle,cle,dal
2019-02-02,Golden State Warriors,Los Angeles Lakers,115,101,1.06,10.6,02022019_lal_gs,gs,lal
2019-02-02,Miami Heat,Indiana Pacers,88,95,1.75,2.12,02022019_ind_mia,mia,ind
2019-02-02,Minnesota Timberwolves,Denver Nuggets,106,107,1.83,2.01,02022019_den_min,min,den
2019-02-02,New York Knicks,Memphis Grizzlies,84,96,2.17,1.72,03022019_mem_ny,ny,mem
2019-02-02,Orlando Magic,Brooklyn Nets,102,89,1.65,2.28,02022019_bkn_orl,orl,bkn
2019-02-02,Phoenix Suns,Atlanta Hawks,112,118,1.77,2.07,02022019_atl_phx,phx,atl
2019-02-02,Sacramento Kings,Philadelphia 76ers,115,108,2.27,1.66,02022019_phi_sac,sac,phi
2019-02-02,San Antonio Spurs,New Orleans Pelicans,113,108,1.16,5.51,02022019_no_sa,sa,no
2019-02-02,Toronto Raptors,Los Angeles Clippers,121,103,1.21,4.61,03022019_lac_tor,tor,lac
2019-02-02,Utah Jazz,Houston Rockets,98,125,1.34,3.35,02022019_hou_uta,uta,hou
2019-02-02,Washington Wizards,Milwaukee Bucks,115,131,3.08,1.39,02022019_mil_wsh,wsh,mil
2019-02-04,Brooklyn Nets,Milwaukee Bucks,94,113,3.45,1.32,04022019_mil_bkn,bkn,mil
2019-02-04,Detroit Pistons,Denver Nuggets,129,103,2.14,1.73,04022019_den_det,det,den
2019-02-04,New Orleans Pelicans,Indiana Pacers,107,109,2.36,1.61,04022019_ind_no,no,ind
2019-02-04,Phoenix Suns,Houston Rockets,110,118,4.21,1.24,04022019_hou_phx,phx,hou
2019-02-04,Sacramento Kings,San Antonio Spurs,127,112,2.09,1.77,04022019_sa_sac,sac,sa
2019-02-04,Washington Wizards,Atlanta Hawks,129,137,1.35,3.3,04022019_atl_wsh,wsh,atl
2019-02-05,Charlotte Hornets,Los Angeles Clippers,115,117,1.62,2.34,05022019_lac_cha,cha,lac
2019-02-05,Cleveland Cavaliers,Boston Celtics,96,103,5.68,1.15,05022019_bos_cle,cle,bos
2019-02-05,Indiana Pacers,Los Angeles Lakers,136,94,2.16,1.72,05022019_lal_ind,ind,lal
2019-02-05,Memphis Grizzlies,Minnesota Timberwolves,108,106,2.42,1.59,05022019_min_mem,mem,min
2019-02-05,New York Knicks,Detroit Pistons,92,105,2.33,1.63,05022019_det_ny,ny,det
2019-02-05,Oklahoma City Thunder,Orlando Magic,132,122,1.23,4.38,05022019_orl_okc,okc,orl
2019-02-05,Philadelphia 76ers,Toronto Raptors,107,119,1.74,2.14,05022019_tor_phi,phi,tor
2019-02-05,Portland Trail Blazers,Miami Heat,108,118,1.3,3.61,05022019_mia_por,por,mia
2019-02-06,Brooklyn Nets,Denver Nuggets,135,130,2.34,1.62,06022019_den_bkn,bkn,den
2019-02-06,Chicago Bulls,New Orleans Pelicans,120,125,2.0,1.83,06022019_no_chi,chi,no
2019-02-06,Dallas Mavericks,Charlotte Hornets,99,93,1.44,2.86,06022019_cha_dal,dal,cha
2019-02-06,Golden State Warriors,San Antonio Spurs,141,102,1.05,10.86,06022019_sa_gs,gs,sa
2019-02-06,Milwaukee Bucks,Washington Wizards,148,129,1.12,6.47,06022019_wsh_mil,mil,wsh
2019-02-06,Sacramento Kings,Houston Rockets,101,127,2.47,1.56,06022019_hou_sac,sac,hou
2019-02-06,Utah Jazz,Phoenix Suns,116,88,1.06,10.43,06022019_phx_uta,uta,phx
2019-02-07,Atlanta Hawks,Toronto Raptors,101,119,3.3,1.35,07022019_tor_atl,atl,tor
2019-02-07,Boston Celtics,Los Angeles Lakers,128,129,1.23,4.29,07022019_lal_bos,bos,lal
2019-02-07,Indiana Pacers,Los Angeles Clippers,116,92,1.37,3.18,07022019_lac_ind,ind,lac
2019-02-07,Oklahoma City Thunder,Memphis Grizzlies,117,95,1.07,9.15,07022019_mem_okc,okc,mem
2019-02-07,Orlando Magic,Minnesota Timberwolves,122,112,1.61,2.37,07022019_min_orl,orl,min
2019-02-07,Portland Trail Blazers,San Antonio Spurs,127,118,1.4,3.04,07022019_sa_por,por,sa
2019-02-08,Brooklyn Nets,Chicago Bulls,106,125,1.27,3.91,08022019_chi_bkn,bkn,chi
2019-02-08,Dallas Mavericks,Milwaukee Bucks,107,122,2.96,1.41,08022019_mil_dal,dal,mil
2019-02-08,Detroit Pistons,New York Knicks,120,103,1.29,3.69,08022019_ny_det,det,ny
2019-02-08,New Orleans Pelicans,Minnesota Timberwolves,122,117,1.42,2.95,08022019_min_no,no,min
2019-02-08,Philadelphia 76ers,Denver Nuggets,117,110,1.41,2.96,08022019_den_phi,phi,den
2019-02-08,Phoenix Suns,Golden State Warriors,107,117,12.89,1.04,08022019_gs_phx,phx,gs
2019-02-08,Sacramento Kings,Miami Heat,102,96,1.6,2.39,08022019_mia_sac,sac,mia
2019-02-08,Utah Jazz,San Antonio Spurs,125,105,1.29,3.71,09022019_sa_uta,uta,sa
2019-02-08,Washington Wizards,Cleveland Cavaliers,119,106,1.19,4.97,08022019_cle_wsh,wsh,cle
2019-02-09,Atlanta Hawks,Charlotte Hornets,120,129,2.09,1.77,09022019_cha_atl,atl,cha
2019-02-09,Boston Celtics,Los Angeles Clippers,112,123,1.12,6.78,09022019_lac_bos,bos,lac
2019-02-09,Chicago Bulls,Washington Wizards,125,134,2.1,1.76,09022019_wsh_chi,chi,wsh
2019-02-09,Dallas Mavericks,Portland Trail Blazers,102,101,2.3,1.64,10022019_por_dal,dal,por
2019-02-09,Houston Rockets,Oklahoma City Thunder,112,117,1.72,2.16,09022019_okc_hou,hou,okc
2019-02-09,Indiana Pacers,Cleveland Cavaliers,105,90,1.07,9.63,09022019_cle_ind,ind,cle
2019-02-09,Memphis Grizzlies,New Orleans Pelicans,99,90,1.84,1.99,09022019_no_mem,mem,no
2019-02-09,Milwaukee Bucks,Orlando Magic,83,103,1.37,3.2,09022019_orl_mil,mil,orl
2019-02-09,New York Knicks,Toronto Raptors,99,104,8.96,1.07,09022019_tor_ny,ny,tor
2019-02-09,Philadelphia 76ers,Los Angeles Lakers,143,120,1.34,3.34,10022019_lal_phi,phi,lal
2019-02-10,Atlanta Hawks,Orlando Magic,108,124,1.98,1.85,10022019_orl_atl,atl,orl
