Date,HomeTeam,AwayTeam,HomeScore,AwayScore,HomeOdd,AwayOdd,Game_Code,HomeTeamShort,VisitorTeamShort
2018-10-25,Detroit Pistons,Cleveland Cavaliers,110,103,1.2,4.84,25102018_cle_det,det,cle
2018-10-25,Los Angeles Lakers,Denver Nuggets,121,114,2.0,1.84,25102018_den_lal,lal,den
2018-10-25,Oklahoma City Thunder,Boston Celtics,95,101,1.92,1.91,25102018_bos_okc,okc,bos
2018-10-25,Orlando Magic,Portland Trail Blazers,114,128,2.38,1.6,25102018_por_orl,orl,por
2018-10-26,Charlotte Hornets,Chicago Bulls,135,106,1.17,5.43,26102018_chi_cha,cha,chi
2018-10-26,Houston Rockets,Los Angeles Clippers,113,133,1.58,2.43,26102018_lac_hou,hou,lac
2018-10-26,Minnesota Timberwolves,Milwaukee Bucks,95,125,2.14,1.73,26102018_mil_min,min,mil
2018-10-26,New Orleans Pelicans,Brooklyn Nets,117,115,1.23,4.38,26102018_bkn_no,no,bkn
2018-10-26,New York Knicks,Golden State Warriors,100,128,7.52,1.1,26102018_gs_ny,ny,gs
2018-10-26,Sacramento Kings,Washington Wizards,116,112,2.73,1.47,26102018_wsh_sac,sac,wsh
2018-10-26,Toronto Raptors,Dallas Mavericks,116,107,1.11,7.2,26102018_dal_tor,tor,dal
2018-10-27,Atlanta Hawks,Chicago Bulls,85,97,1.43,2.89,27102018_chi_atl,atl,chi
2018-10-27,Brooklyn Nets,Golden State Warriors,114,120,5.08,1.18,28102018_gs_bkn,bkn,gs
2018-10-27,Cleveland Cavaliers,Indiana Pacers,107,119,3.45,1.32,27102018_ind_cle,cle,ind
2018-10-27,Detroit Pistons,Boston Celtics,89,109,2.39,1.6,27102018_bos_det,det,bos
2018-10-27,Memphis Grizzlies,Phoenix Suns,117,96,1.32,3.36,27102018_phx_mem,mem,phx
2018-10-27,Miami Heat,Portland Trail Blazers,120,111,1.8,1.99,27102018_por_mia,mia,por
2018-10-27,Milwaukee Bucks,Orlando Magic,113,91,1.21,4.41,27102018_orl_mil,mil,orl
2018-10-27,New Orleans Pelicans,Utah Jazz,111,132,2.92,1.43,27102018_uta_no,no,uta
2018-10-27,Philadelphia 76ers,Charlotte Hornets,105,103,1.36,3.26,27102018_cha_phi,phi,cha
2018-10-27,San Antonio Spurs,Los Angeles Lakers,110,106,1.94,1.88,27102018_lal_sa,sa,lal
2018-10-28,Dallas Mavericks,Utah Jazz,104,113,2.62,1.51,28102018_uta_dal,dal,uta
2018-10-28,Los Angeles Clippers,Washington Wizards,136,104,1.6,2.4,28102018_wsh_lac,lac,wsh
2018-10-28,Oklahoma City Thunder,Phoenix Suns,117,110,1.07,9.55,28102018_phx_okc,okc,phx
2018-10-29,Chicago Bulls,Golden State Warriors,124,149,6.64,1.12,29102018_gs_chi,chi,gs
2018-10-29,Denver Nuggets,New Orleans Pelicans,116,111,1.21,4.6,29102018_no_den,den,no
2018-10-29,Indiana Pacers,Portland Trail Blazers,93,103,1.57,2.47,29102018_por_ind,ind,por
2018-10-29,Miami Heat,Sacramento Kings,113,123,1.21,4.64,29102018_sac_mia,mia,sac
2018-10-29,Milwaukee Bucks,Toronto Raptors,124,109,2.15,1.73,29102018_tor_mil,mil,tor
2018-10-29,Minnesota Timberwolves,Los Angeles Lakers,124,120,2.05,1.8,29102018_lal_min,min,lal
2018-10-29,New York Knicks,Brooklyn Nets,115,96,1.88,1.95,29102018_bkn_ny,ny,bkn
2018-10-29,Philadelphia 76ers,Atlanta Hawks,113,92,1.12,6.67,29102018_atl_phi,phi,atl
2018-10-29,San Antonio Spurs,Dallas Mavericks,113,108,1.33,3.42,29102018_dal_sa,sa,dal
2018-10-30,Boston Celtics,Detroit Pistons,108,105,1.24,4.25,30102018_det_bos,bos,det
2018-10-30,Charlotte Hornets,Miami Heat,125,113,1.63,2.34,30102018_mia_cha,cha,mia
2018-10-30,Cleveland Cavaliers,Atlanta Hawks,136,114,1.49,2.7,30102018_atl_cle,cle,atl
2018-10-30,Houston Rockets,Portland Trail Blazers,85,104,1.52,2.6,30102018_por_hou,hou,por
2018-10-30,Memphis Grizzlies,Washington Wizards,107,95,1.84,2.0,30102018_wsh_mem,mem,wsh
2018-10-30,Oklahoma City Thunder,Los Angeles Clippers,128,110,1.65,2.29,30102018_lac_okc,okc,lac
2018-10-30,Orlando Magic,Sacramento Kings,99,107,1.52,2.6,30102018_sac_orl,orl,sac
2018-10-30,Toronto Raptors,Philadelphia 76ers,129,112,1.39,3.07,30102018_phi_tor,tor,phi
2018-10-31,Brooklyn Nets,Detroit Pistons,120,119,1.7,2.19,31102018_det_bkn,bkn,det
2018-10-31,Chicago Bulls,Denver Nuggets,107,108,3.99,1.26,31102018_den_chi,chi,den
2018-10-31,Golden State Warriors,New Orleans Pelicans,131,121,1.2,4.74,31102018_no_gs,gs,no
2018-10-31,Los Angeles Lakers,Dallas Mavericks,114,113,1.28,3.77,31102018_dal_lal,lal,dal
2018-10-31,Minnesota Timberwolves,Utah Jazz,128,125,3.45,1.32,31102018_uta_min,min,uta
2018-10-31,New York Knicks,Indiana Pacers,101,107,3.05,1.39,31102018_ind_ny,ny,ind
2018-10-31,Phoenix Suns,San Antonio Spurs,90,120,3.29,1.35,31102018_sa_phx,phx,sa
2018-11-01,Atlanta Hawks,Sacramento Kings,115,146,2.16,1.73,01112018_sac_atl,atl,sac
2018-11-01,Boston Celtics,Milwaukee Bucks,117,113,1.71,2.18,01112018_mil_bos,bos,mil
2018-11-01,Charlotte Hornets,Oklahoma City Thunder,107,111,1.85,1.98,01112018_okc_cha,cha,okc
2018-11-01,Cleveland Cavaliers,Denver Nuggets,91,110,2.74,1.47,01112018_den_cle,cle,den
2018-11-01,Philadelphia 76ers,Los Angeles Clippers,122,113,1.44,2.83,01112018_lac_phi,phi,lac
2018-11-01,Portland Trail Blazers,New Orleans Pelicans,132,119,1.36,3.22,01112018_no_por,por,no
2018-11-02,Brooklyn Nets,Houston Rockets,111,119,2.51,1.55,02112018_hou_bkn,bkn,hou
2018-11-02,Chicago Bulls,Indiana Pacers,105,107,3.52,1.32,02112018_ind_chi,chi,ind
2018-11-02,Dallas Mavericks,New York Knicks,106,118,1.42,2.93,02112018_ny_dal,dal,ny
2018-11-02,Golden State Warriors,Minnesota Timberwolves,116,99,1.14,6.01,02112018_min_gs,gs,min
2018-11-02,Orlando Magic,Los Angeles Clippers,95,120,2.41,1.59,02112018_lac_orl,orl,lac
2018-11-02,Philadelphia 76ers,Detroit Pistons,109,99,1.29,3.66,03112018_det_phi,phi,det
2018-11-02,Phoenix Suns,Toronto Raptors,98,107,5.68,1.15,02112018_tor_phx,phx,tor
2018-11-02,Utah Jazz,Memphis Grizzlies,100,110,1.3,3.64,02112018_mem_uta,uta,mem
2018-11-02,Washington Wizards,Oklahoma City Thunder,111,134,1.61,2.37,02112018_okc_wsh,wsh,okc
2018-11-03,Atlanta Hawks,Miami Heat,123,118,2.9,1.43,03112018_mia_atl,atl,mia
2018-11-03,Charlotte Hornets,Cleveland Cavaliers,126,94,1.18,5.14,03112018_cle_cha,cha,cle
2018-11-03,Chicago Bulls,Houston Rockets,88,96,4.07,1.25,03112018_hou_chi,chi,hou
2018-11-03,Denver Nuggets,Utah Jazz,103,88,1.51,2.61,03112018_uta_den,den,uta
2018-11-03,Indiana Pacers,Boston Celtics,102,101,2.37,1.61,03112018_bos_ind,ind,bos
2018-11-03,Milwaukee Bucks,Sacramento Kings,144,109,1.19,5.01,04112018_sac_mil,mil,sac
2018-11-03,Portland Trail Blazers,Los Angeles Lakers,110,114,1.62,2.34,03112018_lal_por,por,lal
2018-11-03,San Antonio Spurs,New Orleans Pelicans,109,95,1.74,2.13,03112018_no_sa,sa,no
2018-11-04,Brooklyn Nets,Philadelphia 76ers,122,97,2.51,1.55,04112018_phi_bkn,bkn,phi
2018-11-04,Los Angeles Lakers,Toronto Raptors,107,121,1.79,2.06,04112018_tor_lal,lal,tor
2018-11-04,Phoenix Suns,Memphis Grizzlies,102,100,2.53,1.54,04112018_mem_phx,phx,mem
2018-11-04,Portland Trail Blazers,Minnesota Timberwolves,111,81,1.39,3.05,04112018_min_por,por,min
2018-11-04,San Antonio Spurs,Orlando Magic,110,117,1.28,3.75,04112018_orl_sa,sa,orl
2018-11-04,Washington Wizards,New York Knicks,108,95,1.36,3.19,04112018_ny_wsh,wsh,ny
2018-11-05,Denver Nuggets,Boston Celtics,115,107,1.83,2.0,05112018_bos_den,den,bos
2018-11-05,Detroit Pistons,Miami Heat,115,120,1.64,2.31,05112018_mia_det,det,mia
2018-11-05,Golden State Warriors,Memphis Grizzlies,117,101,1.07,9.5,05112018_mem_gs,gs,mem
2018-11-05,Indiana Pacers,Houston Rockets,94,98,1.87,1.96,05112018_hou_ind,ind,hou
2018-11-05,Los Angeles Clippers,Minnesota Timberwolves,120,109,1.42,2.92,05112018_min_lac,lac,min
2018-11-05,New York Knicks,Chicago Bulls,115,116,1.69,2.21,05112018_chi_ny,ny,chi
2018-11-05,Oklahoma City Thunder,New Orleans Pelicans,122,116,1.6,2.4,05112018_no_okc,okc,no
2018-11-05,Orlando Magic,Cleveland Cavaliers,102,100,1.54,2.53,05112018_cle_orl,orl,cle
2018-11-05,Utah Jazz,Toronto Raptors,111,124,1.65,2.28,05112018_tor_uta,uta,tor
2018-11-06,Charlotte Hornets,Atlanta Hawks,113,102,1.12,6.61,06112018_atl_cha,cha,atl
2018-11-06,Dallas Mavericks,Washington Wizards,119,100,2.06,1.79,06112018_wsh_dal,dal,wsh
2018-11-06,Phoenix Suns,Brooklyn Nets,82,104,2.13,1.74,06112018_bkn_phx,phx,bkn
2018-11-06,Portland Trail Blazers,Milwaukee Bucks,118,103,2.1,1.75,06112018_mil_por,por,mil
2018-11-07,Atlanta Hawks,New York Knicks,107,112,2.0,1.83,07112018_ny_atl,atl,ny
2018-11-07,Cleveland Cavaliers,Oklahoma City Thunder,86,95,3.12,1.38,07112018_okc_cle,cle,okc
2018-11-07,Indiana Pacers,Philadelphia 76ers,94,100,1.68,2.23,07112018_phi_ind,ind,phi
2018-11-07,Los Angeles Lakers,Minnesota Timberwolves,114,110,1.41,2.98,07112018_min_lal,lal,min
2018-11-07,Memphis Grizzlies,Denver Nuggets,89,87,2.41,1.59,07112018_den_mem,mem,den
2018-11-07,Miami Heat,San Antonio Spurs,95,88,1.8,2.06,07112018_sa_mia,mia,sa
2018-11-07,New Orleans Pelicans,Chicago Bulls,107,98,1.14,6.02,07112018_chi_no,no,chi
2018-11-07,Orlando Magic,Detroit Pistons,96,103,2.21,1.69,07112018_det_orl,orl,det
2018-11-07,Sacramento Kings,Toronto Raptors,105,114,4.59,1.21,07112018_tor_sac,sac,tor
2018-11-07,Utah Jazz,Dallas Mavericks,117,102,1.19,4.81,07112018_dal_uta,uta,dal
2018-11-08,Golden State Warriors,Milwaukee Bucks,111,134,1.39,3.1,08112018_mil_gs,gs,mil
2018-11-08,Oklahoma City Thunder,Houston Rockets,98,80,2.7,1.48,08112018_hou_okc,okc,hou
2018-11-08,Phoenix Suns,Boston Celtics,109,116,4.87,1.19,08112018_bos_phx,phx,bos
2018-11-08,Portland Trail Blazers,Los Angeles Clippers,116,105,1.48,2.7,08112018_lac_por,por,lac
2018-11-09,Atlanta Hawks,Detroit Pistons,109,124,2.82,1.45,09112018_det_atl,atl,det
2018-11-09,Denver Nuggets,Brooklyn Nets,110,112,1.22,4.42,09112018_bkn_den,den,bkn
2018-11-09,Los Angeles Clippers,Milwaukee Bucks,128,126,2.54,1.54,10112018_mil_lac,lac,mil
2018-11-09,Miami Heat,Indiana Pacers,102,110,2.12,1.75,09112018_ind_mia,mia,ind
2018-11-09,Orlando Magic,Washington Wizards,117,108,2.45,1.57,09112018_wsh_orl,orl,wsh
2018-11-09,Philadelphia 76ers,Charlotte Hornets,133,132,1.41,2.97,09112018_cha_phi,phi,cha
2018-11-09,Sacramento Kings,Minnesota Timberwolves,121,110,2.11,1.76,09112018_min_sac,sac,min
2018-11-09,Toronto Raptors,New York Knicks,128,112,1.06,10.47,10112018_ny_tor,tor,ny
2018-11-09,Utah Jazz,Boston Celtics,123,115,1.42,2.96,09112018_bos_uta,uta,bos
2018-11-10,Chicago Bulls,Cleveland Cavaliers,99,98,1.5,2.63,10112018_cle_chi,chi,cle
2018-11-10,Dallas Mavericks,Oklahoma City Thunder,111,96,1.82,2.02,10112018_okc_dal,dal,okc
2018-11-10,Detroit Pistons,Charlotte Hornets,103,113,1.73,2.15,11112018_cha_det,det,cha
2018-11-10,Golden State Warriors,Brooklyn Nets,116,100,1.28,3.81,10112018_bkn_gs,gs,bkn
2018-11-10,Memphis Grizzlies,Philadelphia 76ers,112,106,1.51,2.64,10112018_phi_mem,mem,phi
2018-11-10,Miami Heat,Washington Wizards,110,116,1.59,2.41,10112018_wsh_mia,mia,wsh
2018-11-10,New Orleans Pelicans,Phoenix Suns,119,99,1.23,4.4,10112018_phx_no,no,phx
2018-11-10,Sacramento Kings,Los Angeles Lakers,86,101,2.95,1.42,10112018_lal_sac,sac,lal
2018-11-10,San Antonio Spurs,Houston Rockets,96,89,2.38,1.61,10112018_hou_sa,sa,hou
2018-11-11,Denver Nuggets,Milwaukee Bucks,114,121,1.6,2.39,11112018_mil_den,den,mil
2018-11-11,Houston Rockets,Indiana Pacers,115,103,1.73,2.15,11112018_ind_hou,hou,ind
2018-11-11,Los Angeles Lakers,Atlanta Hawks,107,106,1.13,6.33,11112018_atl_lal,lal,atl
2018-11-11,New York Knicks,Orlando Magic,89,115,1.63,2.35,11112018_orl_ny,ny,orl
2018-11-11,Portland Trail Blazers,Boston Celtics,100,94,1.77,2.1,11112018_bos_por,por,bos
2018-11-12,Chicago Bulls,Dallas Mavericks,98,103,2.18,1.71,12112018_dal_chi,chi,dal
2018-11-12,Los Angeles Clippers,Golden State Warriors,121,116,2.41,1.59,12112018_gs_lac,lac,gs
2018-11-12,Memphis Grizzlies,Utah Jazz,88,96,2.48,1.56,12112018_uta_mem,mem,uta
2018-11-12,Miami Heat,Philadelphia 76ers,114,124,1.71,2.18,12112018_phi_mia,mia,phi
2018-11-12,Minnesota Timberwolves,Brooklyn Nets,120,113,1.56,2.49,12112018_bkn_min,min,bkn
2018-11-12,Oklahoma City Thunder,Phoenix Suns,118,101,1.27,3.92,12112018_phx_okc,okc,phx
2018-11-12,Sacramento Kings,San Antonio Spurs,104,99,2.18,1.71,12112018_sa_sac,sac,sa
2018-11-12,Toronto Raptors,New Orleans Pelicans,110,126,1.18,5.13,12112018_no_tor,tor,no
2018-11-12,Washington Wizards,Orlando Magic,117,109,1.32,3.55,12112018_orl_wsh,wsh,orl
2018-11-13,Cleveland Cavaliers,Charlotte Hornets,113,89,4.35,1.22,13112018_cha_cle,cle,cha
2018-11-13,Denver Nuggets,Houston Rockets,99,109,1.56,2.47,13112018_hou_den,den,hou
2018-11-13,Golden State Warriors,Atlanta Hawks,110,103,1.12,6.7,13112018_atl_gs,gs,atl
2018-11-14,Boston Celtics,Chicago Bulls,111,82,1.09,8.25,14112018_chi_bos,bos,chi
2018-11-14,Brooklyn Nets,Miami Heat,107,120,2.11,1.75,14112018_mia_bkn,bkn,mia
2018-11-14,Dallas Mavericks,Utah Jazz,118,68,2.74,1.47,14112018_uta_dal,dal,uta
2018-11-14,Los Angeles Lakers,Portland Trail Blazers,126,117,1.72,2.18,14112018_por_lal,lal,por
2018-11-14,Milwaukee Bucks,Memphis Grizzlies,113,116,1.19,4.98,14112018_mem_mil,mil,mem
2018-11-14,Minnesota Timberwolves,New Orleans Pelicans,107,100,2.04,1.8,14112018_no_min,min,no
2018-11-14,Oklahoma City Thunder,New York Knicks,128,103,1.25,4.08,14112018_ny_okc,okc,ny
2018-11-14,Orlando Magic,Philadelphia 76ers,111,106,2.96,1.41,14112018_phi_orl,orl,phi
2018-11-14,Phoenix Suns,San Antonio Spurs,116,96,3.0,1.4,14112018_sa_phx,phx,sa
2018-11-14,Toronto Raptors,Detroit Pistons,104,106,1.19,4.99,14112018_det_tor,tor,det
2018-11-14,Washington Wizards,Cleveland Cavaliers,119,95,1.11,7.07,14112018_cle_wsh,wsh,cle
2018-11-15,Denver Nuggets,Atlanta Hawks,138,93,1.08,8.91,15112018_atl_den,den,atl
2018-11-15,Houston Rockets,Golden State Warriors,107,86,1.57,2.46,15112018_gs_hou,hou,gs
2018-11-15,Los Angeles Clippers,San Antonio Spurs,116,111,1.37,3.17,15112018_sa_lac,lac,sa
2018-11-16,Boston Celtics,Toronto Raptors,123,116,1.78,2.08,16112018_tor_bos,bos,tor
2018-11-16,Indiana Pacers,Miami Heat,99,91,1.46,2.79,16112018_mia_ind,ind,mia
2018-11-16,Memphis Grizzlies,Sacramento Kings,112,104,1.37,3.17,16112018_sac_mem,mem,sac
2018-11-16,Milwaukee Bucks,Chicago Bulls,123,104,1.06,10.45,16112018_chi_mil,mil,chi
2018-11-16,Minnesota Timberwolves,Portland Trail Blazers,112,96,1.86,1.98,16112018_por_min,min,por
2018-11-16,New Orleans Pelicans,New York Knicks,129,124,1.14,6.19,16112018_ny_no,no,ny
2018-11-16,Philadelphia 76ers,Utah Jazz,113,107,1.68,2.24,16112018_uta_phi,phi,uta
2018-11-16,Washington Wizards,Brooklyn Nets,104,115,1.39,3.1,16112018_bkn_wsh,wsh,bkn
2018-11-17,Boston Celtics,Utah Jazz,86,98,1.57,2.46,17112018_uta_bos,bos,uta
2018-11-17,Brooklyn Nets,Los Angeles Clippers,119,127,2.55,1.53,17112018_lac_bkn,bkn,lac
2018-11-17,Charlotte Hornets,Philadelphia 76ers,119,122,1.69,2.22,17112018_phi_cha,cha,phi
2018-11-17,Chicago Bulls,Toronto Raptors,83,122,4.87,1.2,17112018_tor_chi,chi,tor
2018-11-17,Dallas Mavericks,Golden State Warriors,112,109,2.11,1.76,17112018_gs_dal,dal,gs
2018-11-17,Houston Rockets,Sacramento Kings,132,112,1.1,7.43,17112018_sac_hou,hou,sac
2018-11-17,Indiana Pacers,Atlanta Hawks,97,89,1.14,6.04,17112018_atl_ind,ind,atl
2018-11-17,Minnesota Timberwolves,Memphis Grizzlies,87,100,1.48,2.72,18112018_mem_min,min,mem
2018-11-17,New Orleans Pelicans,Denver Nuggets,125,115,1.93,1.91,17112018_den_no,no,den
2018-11-17,Orlando Magic,Los Angeles Lakers,130,117,2.53,1.54,17112018_lal_orl,orl,lal
2018-11-17,Phoenix Suns,Oklahoma City Thunder,100,110,2.64,1.5,17112018_okc_phx,phx,okc
2018-11-18,Miami Heat,Los Angeles Lakers,97,113,1.99,1.85,18112018_lal_mia,mia,lal
2018-11-18,Orlando Magic,New York Knicks,131,117,1.52,2.61,18112018_ny_orl,orl,ny
2018-11-18,San Antonio Spurs,Golden State Warriors,104,92,1.68,2.25,18112018_gs_sa,sa,gs
2018-11-18,Washington Wizards,Portland Trail Blazers,109,119,1.96,1.87,18112018_por_wsh,wsh,por
2018-11-19,Atlanta Hawks,Los Angeles Clippers,119,127,3.24,1.36,19112018_lac_atl,atl,lac
2018-11-19,Charlotte Hornets,Boston Celtics,117,112,2.35,1.62,19112018_bos_cha,cha,bos
2018-11-19,Detroit Pistons,Cleveland Cavaliers,113,102,1.19,4.88,19112018_cle_det,det,cle
2018-11-19,Indiana Pacers,Utah Jazz,121,94,2.42,1.59,19112018_uta_ind,ind,uta
2018-11-19,Memphis Grizzlies,Dallas Mavericks,98,88,1.64,2.31,19112018_dal_mem,mem,dal
2018-11-19,Milwaukee Bucks,Denver Nuggets,104,98,1.42,2.92,19112018_den_mil,mil,den
2018-11-19,New Orleans Pelicans,San Antonio Spurs,140,126,1.32,3.51,19112018_sa_no,no,sa
2018-11-19,Philadelphia 76ers,Phoenix Suns,119,114,1.12,6.68,19112018_phx_phi,phi,phx
2018-11-19,Sacramento Kings,Oklahoma City Thunder,117,113,2.59,1.52,19112018_okc_sac,sac,okc
2018-11-20,Miami Heat,Brooklyn Nets,92,104,1.66,2.27,20112018_bkn_mia,mia,bkn
2018-11-20,New York Knicks,Portland Trail Blazers,114,118,3.36,1.34,20112018_por_ny,ny,por
2018-11-20,Orlando Magic,Toronto Raptors,91,93,3.35,1.34,20112018_tor_orl,orl,tor
2018-11-20,Washington Wizards,Los Angeles Clippers,125,118,1.94,1.89,20112018_lac_wsh,wsh,lac
2018-11-21,Atlanta Hawks,Toronto Raptors,108,124,3.75,1.29,21112018_tor_atl,atl,tor
2018-11-21,Boston Celtics,New York Knicks,109,117,1.06,10.1,21112018_ny_bos,bos,ny
2018-11-21,Charlotte Hornets,Indiana Pacers,127,109,1.59,2.42,21112018_ind_cha,cha,ind
2018-11-21,Chicago Bulls,Phoenix Suns,124,116,1.99,1.84,21112018_phx_chi,chi,phx
2018-11-21,Cleveland Cavaliers,Los Angeles Lakers,105,109,4.53,1.21,21112018_lal_cle,cle,lal
2018-11-21,Dallas Mavericks,Brooklyn Nets,119,113,1.46,2.78,21112018_bkn_dal,dal,bkn
2018-11-21,Golden State Warriors,Oklahoma City Thunder,95,123,1.96,1.87,21112018_okc_gs,gs,okc
2018-11-21,Houston Rockets,Detroit Pistons,126,124,1.23,4.34,21112018_det_hou,hou,det
2018-11-21,Milwaukee Bucks,Portland Trail Blazers,143,100,1.33,3.47,21112018_por_mil,mil,por
2018-11-21,Minnesota Timberwolves,Denver Nuggets,101,103,1.89,1.94,21112018_den_min,min,den
2018-11-21,Philadelphia 76ers,New Orleans Pelicans,121,120,1.58,2.43,21112018_no_phi,phi,no
2018-11-21,San Antonio Spurs,Memphis Grizzlies,103,104,1.66,2.29,21112018_mem_sa,sa,mem
2018-11-21,Utah Jazz,Sacramento Kings,110,119,1.2,4.7,21112018_sac_uta,uta,sac
2018-11-22,Brooklyn Nets,Minnesota Timberwolves,102,112,2.07,1.78,23112018_min_bkn,bkn,min
2018-11-22,Los Angeles Clippers,Memphis Grizzlies,112,107,1.53,2.55,23112018_mem_lac,lac,mem
2018-11-23,Atlanta Hawks,Boston Celtics,96,114,3.71,1.29,23112018_bos_atl,atl,bos
2018-11-23,Chicago Bulls,Miami Heat,96,103,2.42,1.58,23112018_mia_chi,chi,mia
2018-11-23,Denver Nuggets,Orlando Magic,112,87,1.26,4.0,23112018_orl_den,den,orl
2018-11-23,Detroit Pistons,Houston Rockets,116,111,2.5,1.56,23112018_hou_det,det,hou
2018-11-23,Golden State Warriors,Portland Trail Blazers,125,97,1.84,1.99,23112018_por_gs,gs,por
2018-11-23,Indiana Pacers,San Antonio Spurs,100,111,1.79,2.06,23112018_sa_ind,ind,sa
2018-11-23,Los Angeles Lakers,Utah Jazz,90,83,1.68,2.22,23112018_uta_lal,lal,uta
2018-11-23,Milwaukee Bucks,Phoenix Suns,114,116,1.07,9.3,23112018_phx_mil,mil,phx
2018-11-23,New York Knicks,New Orleans Pelicans,114,109,3.61,1.3,23112018_no_ny,ny,no
2018-11-23,Oklahoma City Thunder,Charlotte Hornets,109,104,1.36,3.24,23112018_cha_okc,okc,cha
2018-11-23,Philadelphia 76ers,Cleveland Cavaliers,112,121,1.09,8.09,23112018_cle_phi,phi,cle
2018-11-23,Toronto Raptors,Washington Wizards,125,107,1.17,5.29,23112018_wsh_tor,tor,wsh
2018-11-24,Cleveland Cavaliers,Houston Rockets,117,108,3.52,1.32,24112018_hou_cle,cle,hou
2018-11-24,Dallas Mavericks,Boston Celtics,113,104,2.23,1.68,24112018_bos_dal,dal,bos
2018-11-24,Detroit Pistons,Phoenix Suns,118,107,1.25,4.05,25112018_phx_det,det,phx
2018-11-24,Golden State Warriors,Sacramento Kings,117,116,1.36,3.2,24112018_sac_gs,gs,sac
2018-11-24,Los Angeles Lakers,Orlando Magic,104,108,1.28,3.79,25112018_orl_lal,lal,orl
2018-11-24,Milwaukee Bucks,San Antonio Spurs,135,129,1.2,4.71,24112018_sa_mil,mil,sa
2018-11-24,Minnesota Timberwolves,Chicago Bulls,111,96,1.13,6.24,24112018_chi_min,min,chi
2018-11-24,Oklahoma City Thunder,Denver Nuggets,98,105,1.41,2.99,24112018_den_okc,okc,den
2018-11-24,Washington Wizards,New Orleans Pelicans,124,114,1.64,2.32,24112018_no_wsh,wsh,no
2018-11-25,Atlanta Hawks,Charlotte Hornets,124,123,3.29,1.35,25112018_cha_atl,atl,cha
2018-11-25,Brooklyn Nets,Philadelphia 76ers,125,127,2.61,1.51,25112018_phi_bkn,bkn,phi
2018-11-25,Memphis Grizzlies,New York Knicks,98,103,1.28,3.82,25112018_ny_mem,mem,ny
2018-11-25,Portland Trail Blazers,Los Angeles Clippers,100,104,1.55,2.5,25112018_lac_por,por,lac
2018-11-25,Sacramento Kings,Utah Jazz,112,133,2.42,1.59,25112018_uta_sac,sac,uta
2018-11-25,Toronto Raptors,Miami Heat,125,115,1.11,7.16,25112018_mia_tor,tor,mia
2018-11-26,Charlotte Hornets,Milwaukee Bucks,110,107,2.61,1.51,26112018_mil_cha,cha,mil
2018-11-26,Chicago Bulls,San Antonio Spurs,107,108,3.17,1.37,26112018_sa_chi,chi,sa
2018-11-26,Cleveland Cavaliers,Minnesota Timberwolves,95,102,2.94,1.42,26112018_min_cle,cle,min
2018-11-26,Golden State Warriors,Orlando Magic,116,110,1.33,3.46,26112018_orl_gs,gs,orl
2018-11-26,New Orleans Pelicans,Boston Celtics,107,124,1.74,2.13,26112018_bos_no,no,bos
2018-11-26,Utah Jazz,Indiana Pacers,88,121,1.51,2.64,26112018_ind_uta,uta,ind
2018-11-26,Washington Wizards,Houston Rockets,135,131,1.81,2.04,26112018_hou_wsh,wsh,hou
2018-11-27,Denver Nuggets,Los Angeles Lakers,117,85,1.66,2.28,27112018_lal_den,den,lal
2018-11-27,Detroit Pistons,New York Knicks,115,108,1.31,3.53,27112018_ny_det,det,ny
2018-11-27,Memphis Grizzlies,Toronto Raptors,114,122,2.86,1.43,27112018_tor_mem,mem,tor
2018-11-27,Miami Heat,Atlanta Hawks,113,115,1.3,3.65,27112018_atl_mia,mia,atl
2018-11-27,Phoenix Suns,Indiana Pacers,104,109,2.22,1.68,27112018_ind_phx,phx,ind
2018-11-28,Brooklyn Nets,Utah Jazz,91,101,2.33,1.63,28112018_uta_bkn,bkn,uta
2018-11-28,Charlotte Hornets,Atlanta Hawks,108,94,1.11,7.01,28112018_atl_cha,cha,atl
2018-11-28,Houston Rockets,Dallas Mavericks,108,128,1.4,3.0,28112018_dal_hou,hou,dal
2018-11-28,Los Angeles Clippers,Phoenix Suns,115,99,1.11,7.16,28112018_phx_lac,lac,phx
2018-11-28,Milwaukee Bucks,Chicago Bulls,116,113,1.06,10.16,28112018_chi_mil,mil,chi
2018-11-28,Minnesota Timberwolves,San Antonio Spurs,128,89,1.52,2.59,28112018_sa_min,min,sa
2018-11-28,New Orleans Pelicans,Washington Wizards,125,104,1.38,3.11,28112018_wsh_no,no,wsh
2018-11-28,Oklahoma City Thunder,Cleveland Cavaliers,100,83,1.09,7.79,28112018_cle_okc,okc,cle
2018-11-28,Philadelphia 76ers,New York Knicks,117,91,1.1,7.57,28112018_ny_phi,phi,ny
2018-11-28,Portland Trail Blazers,Orlando Magic,115,112,1.2,4.7,28112018_orl_por,por,orl
2018-11-29,Los Angeles Lakers,Indiana Pacers,104,96,1.45,2.79,29112018_ind_lal,lal,ind
2018-11-29,Sacramento Kings,Los Angeles Clippers,121,133,2.14,1.74,29112018_lac_sac,sac,lac
2018-11-29,Toronto Raptors,Golden State Warriors,131,128,1.22,4.45,29112018_gs_tor,tor,gs
2018-11-30,Boston Celtics,Cleveland Cavaliers,128,95,1.09,8.0,30112018_cle_bos,bos,cle
2018-11-30,Brooklyn Nets,Memphis Grizzlies,125,131,2.2,1.7,30112018_mem_bkn,bkn,mem
